snomed_code,icd10_code,icd10_description
386082004,S01.82XD,"Laceration with foreign body of other part of head, subsequent encounter"
283499002,S01.84XA,"Puncture wound with foreign body of other part of head, initial encounter"
386082004,S01.84XA,"Puncture wound with foreign body of other part of head, initial encounter"
210954009,S01.90XS,"Unspecified open wound of unspecified part of head, sequela"
428088000,S01.91XD,"Laceration without foreign body of unspecified part of head, subsequent encounter"
283499002,S01.94XA,"Puncture wound with foreign body of unspecified part of head, initial encounter"
386082004,S01.94XA,"Puncture wound with foreign body of unspecified part of head, initial encounter"
302941001,S02.118K,"Other fracture of occiput, unspecified side, subsequent encounter for fracture with nonunion"
1739001,S02.118K,"Other fracture of occiput, unspecified side, subsequent encounter for fracture with nonunion"
11313641000119107,S02.119B,"Unspecified fracture of occiput, initial encounter for open fracture"
81639003,S02.2XXA,"Fracture of nasal bones, initial encounter for closed fracture"
263171005,S02.2XXD,"Fracture of nasal bones, subsequent encounter for fracture with routine healing"
263164000,S02.400G,"Malar fracture, unspecified side, subsequent encounter for fracture with delayed healing"
134194006,S02.400G,"Malar fracture, unspecified side, subsequent encounter for fracture with delayed healing"
134194006,S02.402G,"Zygomatic fracture, unspecified side, subsequent encounter for fracture with delayed healing"
63669006,S02.411D,"LeFort I fracture, subsequent encounter for fracture with routine healing"
69425000,S02.600B,"Fracture of unspecified part of body of mandible, unspecified side, initial encounter for open fracture"
263172003,S02.600D,"Fracture of unspecified part of body of mandible, unspecified side, subsequent encounter for fracture with routine healing"
263172003,S02.61XG,"Fracture of condylar process of mandible, subsequent encounter for fracture with delayed healing"
134194006,S02.61XG,"Fracture of condylar process of mandible, subsequent encounter for fracture with delayed healing"
207757002,S02.63XA,"Fracture of coronoid process of mandible, initial encounter for closed fracture"
207769005,S02.63XB,"Fracture of coronoid process of mandible, initial encounter for open fracture"
37655003,S02.63XS,"Fracture of coronoid process of mandible, sequela"
263172003,S02.64XG,"Fracture of ramus of mandible, subsequent encounter for fracture with delayed healing"
134194006,S02.64XG,"Fracture of ramus of mandible, subsequent encounter for fracture with delayed healing"
48233004,S04.019D,"Injury of optic nerve, unspecified eye, subsequent encounter"
212141007,S04.032D,"Injury of optic tract and pathways, left side, subsequent encounter"
36539009,S04.042S,"Injury of visual cortex, left side, sequela"
36539009,S04.11XS,"Injury of oculomotor nerve, right side, sequela"
304838007,S04.22XA,"Injury of trochlear nerve, left side, initial encounter"
36539009,S04.22XS,"Injury of trochlear nerve, left side, sequela"
72556006,S04.30XD,"Injury of trigeminal nerve, unspecified side, subsequent encounter"
53933002,S04.52XA,"Injury of facial nerve, left side, initial encounter"
36539009,S04.60XS,"Injury of acoustic nerve, unspecified side, sequela"
36539009,S04.61XS,"Injury of acoustic nerve, right side, sequela"
36539009,S04.819S,"Injury of olfactory [1st ] nerve, unspecified side, sequela"
210955005,S05.62XS,"Penetrating wound without foreign body of left eyeball, sequela"
210955005,S05.70XS,"Avulsion of unspecified eye, sequela"
210955005,S05.72XS,"Avulsion of left eye, sequela"
282752000,S05.8X1D,"Other injuries of right eye and orbit, subsequent encounter"
210955005,S05.90XS,"Unspecified injury of unspecified eye and orbit, sequela"
263163006,S02.402G,"Zygomatic fracture, unspecified side, subsequent encounter for fracture with delayed healing"
429656004,S06.0X0S,"Concussion without loss of consciousness, sequela"
62564004,S06.0X8D,"Concussion with loss of consciousness of any duration with death due to other cause prior to regaining consciousness, subsequent encounter"
419620001,S06.0X8D,"Concussion with loss of consciousness of any duration with death due to other cause prior to regaining consciousness, subsequent encounter"
32834005,S06.1X2A,"Traumatic cerebral edema with loss of consciousness of 31 minutes to 59 minutes, initial encounter"
230763008,S06.1X2A,"Traumatic cerebral edema with loss of consciousness of 31 minutes to 59 minutes, initial encounter"
429656004,S06.301S,"Unspecified focal traumatic brain injury with loss of consciousness of 30 minutes or less, sequela"
429656004,S06.302S,"Unspecified focal traumatic brain injury with loss of consciousness of 31 minutes to 59 minutes, sequela"
32834005,S06.312D,"Contusion and laceration of right cerebrum with loss of consciousness of 31 minutes to 59 minutes, subsequent encounter"
127296001,S06.312D,"Contusion and laceration of right cerebrum with loss of consciousness of 31 minutes to 59 minutes, subsequent encounter"
40863000,S06.323A,"Contusion and laceration of left cerebrum with loss of consciousness of 1 hour to 5 hours 59 minutes, initial encounter"
127296001,S06.323A,"Contusion and laceration of left cerebrum with loss of consciousness of 1 hour to 5 hours 59 minutes, initial encounter"
419045004,S06.328A,"Contusion and laceration of left cerebrum with loss of consciousness of any duration with death due to other cause prior to regaining consciousness, initial encounter"
127296001,S06.328A,"Contusion and laceration of left cerebrum with loss of consciousness of any duration with death due to other cause prior to regaining consciousness, initial encounter"
419620001,S06.328A,"Contusion and laceration of left cerebrum with loss of consciousness of any duration with death due to other cause prior to regaining consciousness, initial encounter"
429656004,S06.333S,"Contusion and laceration of cerebrum, unspecified, with loss of consciousness of 1 hour to 5 hours 59 minutes, sequela"
100581000119102,S06.355S,"Traumatic hemorrhage of left cerebrum with loss of consciousness greater than 24 hours with return to pre-existing conscious level, sequela"
127309004,S06.361A,"Traumatic hemorrhage of cerebrum, unspecified, with loss of consciousness of 30 minutes or less, initial encounter"
100581000119102,S06.365S,"Traumatic hemorrhage of cerebrum, unspecified, with loss of consciousness greater than 24 hours with return to pre-existing conscious level, sequela"
100581000119102,S06.368S,"Traumatic hemorrhage of cerebrum, unspecified, with loss of consciousness of any duration with death due to other cause prior to regaining consciousness, sequela"
429656004,S06.383S,"Contusion, laceration, and hemorrhage of brainstem with loss of consciousness of 1 hour to 5 hours 59 minutes, sequela"
427966000,S06.4X3S,"Epidural hemorrhage with loss of consciousness of 1 hour to 5 hours 59 minutes, sequela"
427966000,S06.4X4S,"Epidural hemorrhage with loss of consciousness of 6 hours to 24 hours, sequela"
428213008,S06.5X0S,"Traumatic subdural hemorrhage without loss of consciousness, sequela"
7862002,S06.6X5D,"Traumatic subarachnoid hemorrhage with loss of consciousness greater than 24 hours with return to pre-existing conscious level, subsequent encounter"
262955000,S06.6X5D,"Traumatic subarachnoid hemorrhage with loss of consciousness greater than 24 hours with return to pre-existing conscious level, subsequent encounter"
419045004,S06.6X8D,"Traumatic subarachnoid hemorrhage with loss of consciousness of any duration with death due to other cause prior to regaining consciousness, subsequent encounter"
262955000,S06.6X8D,"Traumatic subarachnoid hemorrhage with loss of consciousness of any duration with death due to other cause prior to regaining consciousness, subsequent encounter"
419620001,S06.6X8D,"Traumatic subarachnoid hemorrhage with loss of consciousness of any duration with death due to other cause prior to regaining consciousness, subsequent encounter"
14817008,S06.810S,"Injury of right internal carotid artery, intracranial portion, not elsewhere classified without loss of consciousness, sequela"
40863000,S06.814D,"Injury of right internal carotid artery, intracranial portion, not elsewhere classified with loss of consciousness of 6 hours to 24 hours, subsequent encounter"
80820004,S06.814D,"Injury of right internal carotid artery, intracranial portion, not elsewhere classified with loss of consciousness of 6 hours to 24 hours, subsequent encounter"
7862002,S06.815D,"Injury of right internal carotid artery, intracranial portion, not elsewhere classified with loss of consciousness greater than 24 hours with return to pre-existing conscious level, subsequent encounter"
80820004,S06.815D,"Injury of right internal carotid artery, intracranial portion, not elsewhere classified with loss of consciousness greater than 24 hours with return to pre-existing conscious level, subsequent encounter"
7862002,S06.816A,"Injury of right internal carotid artery, intracranial portion, not elsewhere classified with loss of consciousness greater than 24 hours without return to pre-existing conscious level with patient surviving, initial encounter"
80820004,S06.816A,"Injury of right internal carotid artery, intracranial portion, not elsewhere classified with loss of consciousness greater than 24 hours without return to pre-existing conscious level with patient surviving, initial encounter"
14817008,S06.827S,"Injury of left internal carotid artery, intracranial portion, not elsewhere classified with loss of consciousness of any duration with death due to brain injury prior to regaining consciousness, sequela"
17461000119103,S06.894S,"Other specified intracranial injury with loss of consciousness of 6 hours to 24 hours, sequela"
127301001,S06.895D,"Other specified intracranial injury with loss of consciousness greater than 24 hours with return to pre-existing conscious level, subsequent encounter"
17461000119103,S06.9X4S,"Unspecified intracranial injury with loss of consciousness of 6 hours to 24 hours, sequela"
90465004,S07.0XXD,"Crushing injury of face, subsequent encounter"
212451003,S09.10XA,"Unspecified injury of muscle and tendon of head, initial encounter"
428704007,S09.11XS,"Strain of muscle and tendon of head, sequela"
2999009,S09.302D,"Unspecified injury of left middle and inner ear, subsequent encounter"
2999009,S09.309D,"Unspecified injury of unspecified middle and inner ear, subsequent encounter"
242005001,S09.311A,"Primary blast injury of right ear, initial encounter"
285234008,S09.312S,"Primary blast injury of left ear, sequela"
2999009,S09.391D,"Other specified injury of right middle and inner ear, subsequent encounter"
82271004,S09.90XA,"Unspecified injury of head, initial encounter"
14817008,S10.10XS,"Unspecified superficial injuries of throat, sequela"
283055000,S10.81XD,"Abrasion of other specified part of neck, subsequent encounter"
271108005,S10.82XD,"Blister (nonthermal) of other specified part of neck, subsequent encounter"
210385007,S11.01,Open wound of larynx
14817008,S11.011S,"Laceration without foreign body of larynx, sequela"
19496008,S11.014D,"Puncture wound with foreign body of larynx, subsequent encounter"
210385007,S11.014D,"Puncture wound with foreign body of larynx, subsequent encounter"
283508004,S11.014D,"Puncture wound with foreign body of larynx, subsequent encounter"
54421009,S11.022D,"Laceration with foreign body of trachea, subsequent encounter"
282459005,S11.022D,"Laceration with foreign body of trachea, subsequent encounter"
210386008,S11.023D,"Puncture wound without foreign body of trachea, subsequent encounter"
283508004,S11.023D,"Puncture wound without foreign body of trachea, subsequent encounter"
283358007,S11.031D,"Laceration without foreign body of vocal cord, subsequent encounter"
398313001,S11.031D,"Laceration without foreign body of vocal cord, subsequent encounter"
19496008,S11.032D,"Laceration with foreign body of vocal cord, subsequent encounter"
398313001,S11.032D,"Laceration with foreign body of vocal cord, subsequent encounter"
398313001,S11.035A,"Open bite of vocal cord, initial encounter"
721341008,S11.035A,"Open bite of vocal cord, initial encounter"
237573009,S11.15XD,"Open bite of thyroid gland, subsequent encounter"
721341008,S11.15XD,"Open bite of thyroid gland, subsequent encounter"
